25/03/2024,SAINSBURYS S/MKTS ELEPHANT & CA ))),-19.00
25/03/2024,QUINTERO FOODS LTD LONDON SE14 ))),-5.20
25/03/2024,E1 London ))),-3.50
25/03/2024,MCDONALDS655 LONDON ))),-1.89
25/03/2024,E1 London ))),-15.00
25/03/2024,The Hawley Arms London ))),-3.50
25/03/2024,THE DUKE OF WELLIN LONDON ))),-6.70
25/03/2024,LUL TICKET MACHINE ELEPHANT & CA VIS,-50.00
25/03/2024,MERLIN ENTERTAINME /PAYER ACC/5017398 CR,"1,865.45"
24/03/2024,CASH RB SCOT MAR24 TESCO LNDON @03:17 ATM,-30.00
22/03/2024,Non-Sterling Transaction Fee DR,-0.30
22/03/2024,INT'L 0041890663 PV MILANO CADORNA MILANO EUR 13.00 @ 1.1680  Visa Rate ))),-11.13
22/03/2024,Non-Sterling Transaction Fee DR,-0.13
22/03/2024,INT'L 0041890662 DUFRITAL 119 MXP T FERNO EUR 5.90 @ 1.1683  Visa Rate ))),-5.05
22/03/2024,trainline +443332022222 VIS,-9.10
21/03/2024,Non-Sterling Transaction Fee DR,-0.35
21/03/2024,INT'L 0034642801 SLICE MILANO MILANO EUR 15.00 @ 1.1691  Visa Rate ))),-12.83
21/03/2024,H3G DD,-20.10
18/03/2024,Non-Sterling Transaction Fee DR,-0.30
18/03/2024,INT'L 0014453438 TAP&GO MALPENSA T1 FERNO EUR 13.00 @ 1.1690  Visa Rate ))),-11.12
18/03/2024,trainline +443332022222 VIS,-7.85
18/03/2024,YOUNGS.CO.UK WANDSWORTH VIS,-19.50
18/03/2024,DELIVEROO LONDON VIS,-28.64
18/03/2024,AMAZON* 204-656554 LONDON VIS,-9.99
18/03/2024,SELECTA U.K. LIMIT SOUTH RUISLIP ))),-2.40
18/03/2024,WH Smith Gatwick S London ))),-5.50
18/03/2024,Fentiman Arms London ))),-13.65
15/03/2024,SPARROW FOOD AND W LONDON ))),-2.99
15/03/2024,SAINSBURYS S/MKTS ELEPHANT & CA ))),-8.78
13/03/2024,HUMAN FOREST LONDON VIS,-5.00
13/03/2024,ZULEIKA JANE CARTE 5 Bath terrace BP,-815.00
12/03/2024,Lewis Cameron Machestah BP,-9.33
12/03/2024,SAINSBURYS S/MKTS ELEPHANT & CA ))),-11.74
12/03/2024,MADAME TUSSAUD DORSET ))),-0.80
12/03/2024,SIMPLE HEALTH KITC LONDON W1U ))),-15.00
11/03/2024,INT'L 0057614878 PYD*DogHouse Manc Manchester ))),-6.20
11/03/2024,CAFE AT MANCHESTER MANCHESTER ))),-2.60
11/03/2024,MCDONALDS NORTHAMPTON ))),-1.99
11/03/2024,ZETTLE_*KRO BAR MANCHESTER ))),-19.95
11/03/2024,ON BAR MANCHESTER ))),-7.70
11/03/2024,NANDOS MANCHESTER MANCHESTER ))),-16.75
11/03/2024,Freemount Manchester ))),-4.70
11/03/2024,ON BAR MANCHESTER ))),-7.90
11/03/2024,PRET A MANGER 378 ))),-4.30
11/03/2024,VILLAGE SHOP MANCHESTER ))),-15.25
11/03/2024,W M MORRISON STORE MANCHESTER ))),-5.99
11/03/2024,STGCOACH/CTYLINK BUS TICKET ))),-2.00
11/03/2024,STGCOACH/CTYLINK BUS TICKET ))),-2.00
11/03/2024,MOTO DONNINGTON PA EAST MIDLANDS VIS,-12.78
11/03/2024,MOTO DONNINGTON PA EAST MIDLANDS VIS,-11.98
11/03/2024,ALTEATS DARWEN VIS,-16.00
11/03/2024,Freemount Manchester ))),-4.70
11/03/2024,Ramona Manchester ))),-7.00
11/03/2024,Ramona Manchester ))),-6.50
11/03/2024,NISA LOCAL STOCKPO MANCHESTER ))),-31.00
11/03/2024,PRET A MANGER 275 ))),-4.40
11/03/2024,THAMES WATER DD,-32.73
08/03/2024,Jacks London ))),-6.70
08/03/2024,Jacks London ))),-20.85
08/03/2024,WILDISEN J W House mate BP,12.00
07/03/2024,VAUXWALL EAST LONDON ))),-11.70
06/03/2024,MADAME TUSSAUD DORSET ))),-0.80
06/03/2024,SIMPLE HEALTH KITC LONDON W1U ))),-9.05
05/03/2024,HUMAN FOREST LONDON VIS,-5.22
05/03/2024,TFL CYCLE HIRE USAGE CHARGE VIS,-1.65
04/03/2024,SQ *VILLAGE UNDERG London ))),-3.00
04/03/2024,SELECT AND SAVE LONDON ))),-3.98
04/03/2024,SAINSBURYS S/MKTS ELEPHANT & CA ))),-16.04
04/03/2024,NYA*Boom: Battle B 7341333162 ))),-2.00
04/03/2024,NYA*Boom: Battle B 7341333162 ))),-2.00
04/03/2024,Beigel Bake London ))),-5.90
04/03/2024,TFL CYCLE HIRE BRICK LANE MA ))),-3.30
04/03/2024,MCDONALDS LONDON  W1C ))),-2.89
04/03/2024,Boom Battle Bar London ))),-19.00
04/03/2024,Boom Battle Bar Lo London ))),-10.00
03/03/2024,PATERSON JJ event BP,-26.00
01/03/2024,LDN BORO SOUTHWARK DD,-29.99
29/02/2024,AMAZON* 204-146220 LONDON VIS,-22.97
29/02/2024,TESCO STORES MARYLEBONE ))),-4.70
29/02/2024,MADAME TUSSAUD DORSET ))),-0.80
29/02/2024,LUL TICKET MACHINE ELEPHANT & CA VIS,-50.00
28/02/2024,TFL TRAVEL CH TFL.GOV.UK/CP ))),-1.75
28/02/2024,SAINSBURYS S/MKTS ELEPHANT & CA ))),-15.69
28/02/2024,TFL TRAVEL CH TFL.GOV.UK/CP ))),-1.75
28/02/2024,WAHACA SOUTHBANK P LONDON VIS,-17.00
27/02/2024,SAINSBURYS S/MKTS WATERLOO ROAD ))),-1.50
27/02/2024,VIRGIN MEDIA PYMTS DD,-30.00
26/02/2024,INT'L 0044420269 DRI*rekordbox NRW VIS,-120.00
26/02/2024,HUMAN FOREST LONDON VIS,-1.00
26/02/2024,Patty Bun - Boroug London VIS,-19.91
26/02/2024,VAUXWALL EAST LONDON ))),-5.58
26/02/2024,ZETTLE_*WE ARE WEI LONDON ))),-25.00
26/02/2024,SQ *TEG MJR London ))),-6.00
26/02/2024,SQ *DRUMSHEDS London ))),-10.00
26/02/2024,MCDONALDS LONDON  EC2M ))),-8.09
26/02/2024,TFL TRAVEL CH TFL.GOV.UK/CP ))),-2.80
25/02/2024,Lewis Cameron Machestah BP,-114.70
23/02/2024,MERLIN ENTERTAINME /PAYER ACC/5411265 CR,"1,652.60"
22/02/2024,Non-Sterling Transaction Fee DR,-0.49
22/02/2024,INT'L 0029849103 WIZZ AIR    DCVH4V WIZZAIR.COM/# EUR 20.99 @ 1.1654  Visa Rate VIS,-18.01
22/02/2024,Chew Fun London ))),-16.35
22/02/2024,The Bell London ))),-6.00
22/02/2024,SHAKESHUKA LONDON NW1 ))),-10.35
22/02/2024,WIZZ AIR    VELHFV WIZZAIR.COM/# VIS,-16.03
21/02/2024,NYX*PGGroup Byfleet ))),-0.80
21/02/2024,H3G DD,-21.46
20/02/2024,DELIVEROO LONDON VIS,-22.46
20/02/2024,QUINTERO FOODS LTD LONDON SE14 ))),-1.20
19/02/2024,SQ *% ARABICA London ))),-4.25
19/02/2024,Zettle_*Moate Ltd Westcliff On ))),-1.75
19/02/2024,ZETTLE_*CRISIS UK LONDON ))),-17.50
19/02/2024,UNIQLO Spitalfield London ))),-29.80
19/02/2024,AMZNMktplace amazon.co.uk VIS,-14.99
19/02/2024,SAINSBURYS S/MKTS ELEPHANT & CA ))),-53.05
19/02/2024,TFL CYCLE HIRE GEORGE ROW ))),-1.65
15/02/2024,WHITE HORSE LONDON ))),-12.80
15/02/2024,GDK BOROUGH LONDON  SE1 ))),-13.98
14/02/2024,BILLS-WEBSITE.CO.U LONDON VIS,-12.71
14/02/2024,LA FAMA LONDON ))),-4.40
14/02/2024,LUL TICKET MACHINE BAKER STREET VIS,-50.00
14/02/2024,ZULEIKA JANE CARTE 5 Bath terrace BP,-815.00
13/02/2024,DELIVEROO LONDON VIS,-25.58
12/02/2024,AMAZON* 204-013873 LONDON VIS,-9.99
12/02/2024,Brondes Age London ))),-12.00
12/02/2024,TOTALLY WICKED LONDON  NW6 ))),-9.99
12/02/2024,UBER* TRIP LONDON VIS,-10.21
12/02/2024,Zettle_*DELICIAS D London ))),-23.10
12/02/2024,MCDONALDS655 LONDON ))),-4.19
12/02/2024,FREENOW* ADPM29-2 LONDON VIS,-13.70
09/02/2024,DELIVEROO LONDON VIS,-15.62
09/02/2024,TM *TICKETMASTERUK LONDON VIS,-181.33
09/02/2024,THAMES WATER DD,-32.73
08/02/2024,SAINSBURYS S/MKTS ELEPHANT & CA ))),-12.89
08/02/2024,NYX*PGGroup Byfleet ))),-0.80
08/02/2024,Haru sushi London ))),-5.50
08/02/2024,PRET A MANGER 409 ))),-9.64
07/02/2024,NYX*PGGroup Byfleet ))),-0.80
07/02/2024,METROPOLITAN LONDON ))),-8.41
06/02/2024,MADAME TUSSAUD DORSET ))),-0.80
06/02/2024,TESCO STORES MARYLEBONE ))),-4.81
05/02/2024,J D WETHERSPOON PL WATFORD VIS,-22.06
05/02/2024,Amazon.co.uk*9B6WL AMAZON.CO.UK VIS,-30.49
05/02/2024,SELECT AND SAVE LONDON ))),-5.99
05/02/2024,TESCO STORES 4910 CAMDEN ))),-6.00
05/02/2024,THE SHIP SE1 1DX LONDON  SE1 ))),-6.20
05/02/2024,SUMUP  *JERK CHICK LONDON ))),-6.00
05/02/2024,TST-Texas Joes London ))),-38.36
05/02/2024,QUINTERO FOODS LTD LONDON SE14 ))),-3.70
05/02/2024,SELECT AND SAVE LONDON ))),-5.99
02/02/2024,LLAMA BARS LIMITED LONDON  SE1 ))),-13.40
02/02/2024,LLAMA BARS LIMITED LONDON  SE1 ))),-6.10
02/02/2024,CO-OP GROUP FOOD MARYLEBONE ))),-5.90
01/02/2024,DICE.FM LONDON VIS,-37.50
01/02/2024,TESCO-STORES 6069 LONDON ))),-10.45
01/02/2024,LDN BORO SOUTHWARK DD,-29.99
31/01/2024,eBay O*05-11125-54 LONDON VIS,-50.00
31/01/2024,SELECT AND SAVE LONDON ))),-5.99
31/01/2024,SAINSBURYS S/MKTS ELEPHANT & CA ))),-44.94
30/01/2024,EUSTONWALL LONDON ))),-8.91
30/01/2024,MADAME TUSSAUD DORSET ))),-0.80
30/01/2024,TFL TRAVEL CH TFL.GOV.UK/CP ))),-2.80
30/01/2024,SIMPLE HEALTH KITC LONDON W1U ))),-8.45
30/01/2024,LUL TICKET MACHINE REGENTS PARK VIS,-50.00
29/01/2024,AMZNMktplace amazon.co.uk VIS,-13.99
29/01/2024,TFL CYCLE HIRE HARPER ROAD ))),-1.65
29/01/2024,Oodles Chinese Kil London ))),-9.45
29/01/2024,SumUp  *F COFFEE L London ))),-8.90
29/01/2024,City View Off Lice London ))),-6.00
29/01/2024,SAINSBURYS S/MKTS ELEPHANT & CA ))),-20.15
29/01/2024,VIRGIN MEDIA PYMTS DD,-30.00
26/01/2024,FRANCO MANCA LONDON ))),-12.50
26/01/2024,VENN STREET RECORD London ))),-12.00
25/01/2024,AMZNMktplace amazon.co.uk VIS,-8.99
25/01/2024,MADAME TUSSAUD DORSET ))),-0.80
25/01/2024,LLAMA BARS LIMITED LONDON  SE1 ))),-21.10
25/01/2024,NYX*PGGroup Byfleet ))),-0.80
25/01/2024,LOCAL EXPRESS LONDON ))),-7.99
25/01/2024,TESCO STORES MARYLEBONE ))),-3.40
25/01/2024,MERLIN ENTERTAINME /PAYER ACC/4209936 CR,"1,652.60"
24/01/2024,Zettle_*Castle Cli LONDON ))),-3.50
24/01/2024,TFL TRAVEL CH TFL.GOV.UK/CP ))),-3.40
24/01/2024,CASTLE CLIMBING LONDON ))),-16.50
23/01/2024,VICKYS NEWS LONDON E2 ))),-6.00
23/01/2024,TFL TRAVEL CH TFL.GOV.UK/CP ))),-6.20
23/01/2024,ZETTLE_*MOTHER KEL LONDON ))),-14.40
22/01/2024,SAINSBURYS S/MKTS ELEPHANT & CA ))),-1.50
22/01/2024,QUINTERO FOODS LTD LONDON SE14 ))),-6.30
22/01/2024,MIKOS LONDON  SE17 ))),-13.20
22/01/2024,eBay O*02-11079-08 LONDON VIS,-199.99
22/01/2024,H3G DD,-25.46
18/01/2024,MADAME TUSSAUD DORSET ))),-0.80
18/01/2024,MCDONALDS 1542 LONDON ))),-3.38
18/01/2024,HORNIMAN AT HAYS LONDON  SE1 ))),-17.70
18/01/2024,LONDON BRIDGE DESS LONDON  SE1 ))),-3.95
18/01/2024,News Kiosk London London ))),-1.00
18/01/2024,CHIPOTLE BAKER STR LONDON ))),-11.70
18/01/2024,Wok To Walk Baker London ))),-9.00
17/01/2024,JAZZ NEWS LONDON SE1 ))),-6.99
17/01/2024,TESCO STORES MARYLEBONE ))),-3.90
16/01/2024,MGP-VINTED London VIS,3.33
15/01/2024,AMZNMktplace amazon.co.uk VIS,-19.15
15/01/2024,TFL TRAVEL CH TFL.GOV.UK/CP ))),-1.75
15/01/2024,MARKS&SPENCER PLC PANTHEON ))),-3.70
15/01/2024,THE BRIDGE TAP LONDON  SE1 ))),-13.80
15/01/2024,TFL TRAVEL CH TFL.GOV.UK/CP ))),-2.80
15/01/2024,TOI MOI LIMITED LONDON  W1F ))),-6.75
15/01/2024,LUL TICKET MACHINE OXFORD CIRCUS VIS,-50.00
15/01/2024,SELECT AND SAVE LONDON ))),-5.99
15/01/2024,SAINSBURYS S/MKTS ELEPHANT & CA ))),-31.30
14/01/2024,ZULEIKA JANE CARTE 5 Bath terrace BP,-950.00
13/01/2024,LEVA R W Rent BP,160.00
12/01/2024,DELIVEROO LONDON VIS,-15.88
11/01/2024,SAINSBURYS LAMBETH LAMBETH NORTH ))),-6.00
11/01/2024,TFL CYCLE HIRE HARPER ROAD ))),-1.65
11/01/2024,Yohome - Elephant London ))),-1.55
11/01/2024,VAUXWALL EAST LONDON ))),-2.61
10/01/2024,Non-Sterling Transaction Fee DR,-0.30
10/01/2024,INT'L 0030105200 FNM*TRENORD TVM 10 MILANO EUR 13.00 @ 1.1596  Visa Rate ))),-11.21
10/01/2024,BOLT.EU/O/24011003 London VIS,-12.80
10/01/2024,trainline +443332022222 VIS,-8.70
09/01/2024,THAMES WATER DD,-32.73
08/01/2024,MGP*Vinted 8137461 London VIS,-3.33
04/01/2024,Non-Sterling Transaction Fee DR,-1.73
04/01/2024,INT'L 0090804224 WIZZ AIR    GMQZJX WIZZAIR.COM/# EUR 72.62 @ 1.1516  Visa Rate VIS,-63.06
03/01/2024,Non-Sterling Transaction Fee DR,-1.17
03/01/2024,INT'L 0084165936 ARUA CASTELLETTO S EUR 49.00 @ 1.1491  Visa Rate ))),-42.64
03/01/2024,Non-Sterling Transaction Fee DR,-0.18
03/01/2024,INT'L 0084165935 NUOVA SIDAP 9623 M CARATE BRIANZ EUR 7.70 @ 1.1492  Visa Rate ))),-6.70
03/01/2024,Giacomo La Scala Edf refund CR,75.17
02/01/2024,Non-Sterling Transaction Fee DR,-0.13
02/01/2024,INT'L 0067002880 SIMI DI CARPANI AL GERA LARIO EUR 5.50 @ 1.1482  Visa Rate ))),-4.79
02/01/2024,Non-Sterling Transaction Fee DR,-0.62
02/01/2024,INT'L 0060175299 PICCOLO RONIN MILANO EUR 26.00 @ 1.1494  Visa Rate ))),-22.62
02/01/2024,LDN BORO SOUTHWARK FIRST PAYMENT DD,-29.99
29/12/2023,Non-Sterling Transaction Fee DR,-3.70
29/12/2023,INT'L 0052744130 NEW BEDA BAZAR SRL MILANO EUR 155.00 @1.1495 Visa Rate VIS,-134.83
28/12/2023,Non-Sterling Transaction Fee DR,-0.43
28/12/2023,INT'L 0045939509 SLICE MILANO MILANO EUR 18.00 @ 1.1508  Visa Rate ))),-15.64
27/12/2023,trainline +443332022222 VIS,-9.10
27/12/2023,Prime Video *XO0PT 353-12477661 VIS,-3.99
27/12/2023,VAUXWALL EAST LONDON ))),-4.28
27/12/2023,SAINSBURYS S/MKTS ELEPHANT & CA ))),-10.80
